user_a_name,user_a_city,user_a_intent,user_b_name,user_b_city,user_b_intent,matchPercentage,totalScore,breakdown_setup1,breakdown_setup2,breakdown_setup3,breakdown_setup4
Umut Koc,Istanbul,not_sure_yet,Selin Kaya,Istanbul,keeping_it_casual,-10,-35,-30,10,-5,-10
Umut Koc,Istanbul,not_sure_yet,Zeynep Erdogan,Istanbul,open_to_relationship,-4,-15,-10,10,-5,-10
Umut Koc,Istanbul,not_sure_yet,Ekin Aksoy,Istanbul,just_friends,12,43,-15,10,-5,53
Umut Koc,Istanbul,not_sure_yet,Pelin Polat,Istanbul,keeping_it_casual,29,105,5,10,-5,95
Umut Koc,Istanbul,not_sure_yet,Derya Aslan,Istanbul,just_friends,-3,-10,-5,10,-5,-10
Umut Koc,Istanbul,not_sure_yet,Tugce Ozturk,Istanbul,open_to_relationship,26,93,10,10,-5,78
Seda Koc,Istanbul,not_sure_yet,Umut Dogan,Istanbul,not_sure_yet,28,100,5,15,-5,85
Seda Koc,Istanbul,not_sure_yet,Mert Kilic,Istanbul,not_sure_yet,4,15,10,15,0,-10
Seda Koc,Istanbul,not_sure_yet,Umut Karaca,Istanbul,not_sure_yet,1,5,5,15,-5,-10
Seda Koc,Istanbul,not_sure_yet,Oguz Karaca,Istanbul,not_sure_yet,24,88,-5,15,0,78
Seda Koc,Istanbul,not_sure_yet,Ahmet Koc,Istanbul,not_sure_yet,20,73,-10,15,-5,73
Seda Koc,Istanbul,not_sure_yet,Oguz Erdogan,Istanbul,just_friends,25,90,5,10,-5,80
Seda Koc,Istanbul,not_sure_yet,Furkan Yilmaz,Istanbul,not_sure_yet,0,0,0,15,-5,-10
Seda Koc,Istanbul,not_sure_yet,Kaan Yilmaz,Istanbul,not_sure_yet,-4,-15,-15,15,-5,-10
Seda Koc,Istanbul,not_sure_yet,Deniz Ozturk,Istanbul,just_friends,29,103,5,10,-5,93
Seda Koc,Istanbul,not_sure_yet,Yusuf Kurt,Istanbul,open_to_relationship,16,58,-20,10,-5,73
Seda Koc,Istanbul,not_sure_yet,Deniz Demir,Istanbul,keeping_it_casual,29,105,5,10,-5,95
Seda Koc,Istanbul,not_sure_yet,Kaan Ozdemir,Istanbul,open_to_relationship,28,100,-15,10,0,105
Seda Koc,Istanbul,not_sure_yet,Furkan Demir,Istanbul,just_friends,-1,-5,0,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Yusuf Sahin,Istanbul,just_friends,15,53,-30,10,-5,78
Seda Koc,Istanbul,not_sure_yet,Ahmet Aslan,Istanbul,not_sure_yet,21,75,-30,15,0,90
Seda Koc,Istanbul,not_sure_yet,Kerem Yilmaz,Istanbul,just_friends,23,83,-15,10,-5,93
Seda Koc,Istanbul,not_sure_yet,Can Tekin,Istanbul,open_to_relationship,18,63,-20,10,-5,78
Seda Koc,Istanbul,not_sure_yet,Umut Ozdemir,Istanbul,keeping_it_casual,18,63,-5,10,-5,63
Seda Koc,Istanbul,not_sure_yet,Arda Celik,Istanbul,open_to_relationship,19,68,-20,10,0,78
Seda Koc,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,just_friends,19,68,-10,10,-5,73
Seda Koc,Istanbul,not_sure_yet,Eren Demir,Istanbul,keeping_it_casual,26,93,-5,10,-5,93
Seda Koc,Istanbul,not_sure_yet,Onur Arslan,Istanbul,just_friends,18,63,-5,10,-5,63
Seda Koc,Istanbul,not_sure_yet,Burak Kilic,Istanbul,open_to_relationship,22,78,-25,10,-5,98
Seda Koc,Istanbul,not_sure_yet,Oguz Celik,Istanbul,keeping_it_casual,-1,-5,0,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Emre Kaya,Istanbul,keeping_it_casual,22,78,-10,10,-5,83
Seda Koc,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,open_to_relationship,13,48,-5,10,-5,48
Seda Koc,Istanbul,not_sure_yet,Deniz Ozdemir,Istanbul,keeping_it_casual,13,48,-25,10,0,63
Seda Koc,Istanbul,not_sure_yet,Burak Kaya,Istanbul,keeping_it_casual,-1,-5,0,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Can Kilic,Istanbul,not_sure_yet,-6,-20,-20,15,-5,-10
Seda Koc,Istanbul,not_sure_yet,Deniz Kaya,Istanbul,just_friends,9,33,-30,10,-5,58
Seda Koc,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,3,10,15,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Eren Koc,Istanbul,open_to_relationship,22,80,-5,10,-5,80
Seda Koc,Istanbul,not_sure_yet,Burak Polat,Istanbul,keeping_it_casual,12,43,-10,10,-5,48
Seda Koc,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,not_sure_yet,22,78,-15,15,-5,83
Seda Koc,Istanbul,not_sure_yet,Berk Kurt,Istanbul,not_sure_yet,23,83,-5,15,-5,78
Seda Koc,Istanbul,not_sure_yet,Mehmet Ozturk,Istanbul,open_to_relationship,22,78,5,10,-5,68
Seda Koc,Istanbul,not_sure_yet,Ahmet Kilic,Istanbul,keeping_it_casual,-6,-20,-20,10,0,-10
Seda Koc,Istanbul,not_sure_yet,Yusuf Aksoy,Istanbul,just_friends,18,63,-15,10,-5,73
Seda Koc,Istanbul,not_sure_yet,Umut Demir,Istanbul,keeping_it_casual,16,58,-25,10,-5,78
Seda Koc,Istanbul,not_sure_yet,Eren Dogan,Istanbul,keeping_it_casual,23,83,15,10,-5,63
Seda Koc,Istanbul,not_sure_yet,Ahmet Yildiz,Istanbul,open_to_relationship,24,85,-10,10,-5,90
Seda Koc,Istanbul,not_sure_yet,Arda Koc,Istanbul,open_to_relationship,31,110,10,10,-5,95
Seda Koc,Istanbul,not_sure_yet,Furkan Arslan,Istanbul,open_to_relationship,-6,-20,-15,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Kaan Tekin,Istanbul,open_to_relationship,21,75,-10,10,-5,80
Seda Koc,Istanbul,not_sure_yet,Oguz Kilic,Istanbul,just_friends,18,63,-15,10,-5,73
Seda Koc,Istanbul,not_sure_yet,Baris Tekin,Istanbul,open_to_relationship,-1,-5,0,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Kerem Aksoy,Istanbul,not_sure_yet,26,93,5,15,-5,78
Seda Koc,Istanbul,not_sure_yet,Burak Ozdemir,Istanbul,just_friends,21,75,-10,10,-5,80
Seda Koc,Istanbul,not_sure_yet,Tolga Aydin,Istanbul,keeping_it_casual,-3,-10,-5,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Deniz Koc,Istanbul,not_sure_yet,24,88,-5,15,-5,83
Seda Koc,Istanbul,not_sure_yet,Ahmet Ozturk,Istanbul,open_to_relationship,20,73,5,10,-5,63
Seda Koc,Istanbul,not_sure_yet,Mehmet Kurt,Istanbul,not_sure_yet,23,83,5,15,0,63
Seda Koc,Istanbul,not_sure_yet,Mert Sahin,Istanbul,open_to_relationship,16,58,-5,10,0,53
Seda Koc,Istanbul,not_sure_yet,Eren Yilmaz,Istanbul,just_friends,-3,-10,-5,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Serkan Tekin,Istanbul,keeping_it_casual,15,53,-5,10,-5,53
Seda Koc,Istanbul,not_sure_yet,Tolga Yilmaz,Istanbul,open_to_relationship,27,98,0,10,-5,93
Seda Koc,Istanbul,not_sure_yet,Burak Demir,Istanbul,just_friends,0,0,0,10,0,-10
Seda Koc,Istanbul,not_sure_yet,Burak Yildiz,Istanbul,not_sure_yet,-1,-5,-10,15,0,-10
Seda Koc,Istanbul,not_sure_yet,Arda Aslan,Istanbul,not_sure_yet,-3,-10,-10,15,-5,-10
Seda Koc,Istanbul,not_sure_yet,Can Yildiz,Istanbul,open_to_relationship,22,80,-15,10,0,85
Seda Koc,Istanbul,not_sure_yet,Deniz Arslan,Istanbul,open_to_relationship,21,75,-25,10,-5,95
Seda Koc,Istanbul,not_sure_yet,Furkan Erdogan,Istanbul,keeping_it_casual,29,103,15,10,-5,83
Seda Koc,Istanbul,not_sure_yet,Oguz Kurt,Istanbul,keeping_it_casual,26,93,5,10,-5,83
Seda Koc,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,open_to_relationship,-7,-25,-25,10,0,-10
Seda Koc,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,-7,-25,-20,10,-5,-10
Seda Koc,Istanbul,not_sure_yet,Mehmet Erdogan,Istanbul,just_friends,15,53,-15,10,-5,63
Sinem Yildiz,Istanbul,not_sure_yet,Ceren Ozturk,Istanbul,not_sure_yet,-4,-15,-15,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Merve Polat,Istanbul,not_sure_yet,6,20,5,15,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Umut Dogan,Istanbul,not_sure_yet,-4,-15,-15,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Mert Kilic,Istanbul,not_sure_yet,-4,-15,-30,15,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Umut Karaca,Istanbul,not_sure_yet,0,0,-10,15,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Buse Arslan,Istanbul,not_sure_yet,-4,-15,-15,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Oguz Karaca,Istanbul,not_sure_yet,1,5,0,15,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Koc,Istanbul,not_sure_yet,-3,-10,-10,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Oguz Erdogan,Istanbul,just_friends,-6,-20,-15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Aren Kurt,Istanbul,just_friends,-6,-20,-15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Furkan Yilmaz,Istanbul,not_sure_yet,-3,-10,-20,15,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Pelin Koc,Istanbul,open_to_relationship,0,0,-5,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Kaan Yilmaz,Istanbul,not_sure_yet,6,20,10,15,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Deniz Ozturk,Istanbul,just_friends,-7,-25,-20,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Duru Polat,Istanbul,open_to_relationship,1,5,-5,10,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Ege Tekin,Istanbul,just_friends,3,10,5,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Yusuf Kurt,Istanbul,open_to_relationship,3,10,15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Deniz Demir,Istanbul,keeping_it_casual,-8,-30,-25,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Kaan Ozdemir,Istanbul,open_to_relationship,4,15,15,10,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Furkan Demir,Istanbul,just_friends,-6,-20,-25,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Yusuf Sahin,Istanbul,just_friends,1,5,10,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Zeynep Sahin,Istanbul,just_friends,7,25,20,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Aslan,Istanbul,not_sure_yet,1,5,0,15,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Kerem Yilmaz,Istanbul,just_friends,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Melis Ozdemir,Istanbul,open_to_relationship,4,15,20,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Can Tekin,Istanbul,open_to_relationship,3,10,15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Umut Ozdemir,Istanbul,keeping_it_casual,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Arda Celik,Istanbul,open_to_relationship,0,0,0,10,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,just_friends,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Eren Demir,Istanbul,keeping_it_casual,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Onur Arslan,Istanbul,just_friends,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Burak Kilic,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Oguz Celik,Istanbul,keeping_it_casual,-1,-5,-10,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Emre Kaya,Istanbul,keeping_it_casual,-1,-5,0,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,open_to_relationship,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Deniz Ozdemir,Istanbul,keeping_it_casual,3,10,10,10,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Burak Kaya,Istanbul,keeping_it_casual,-7,-25,-30,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Can Kilic,Istanbul,not_sure_yet,3,10,0,15,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Tugce Tekin,Istanbul,open_to_relationship,-1,-5,-10,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Deniz Kaya,Istanbul,just_friends,3,10,15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,-6,-20,-25,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Eren Koc,Istanbul,open_to_relationship,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Burak Polat,Istanbul,keeping_it_casual,-4,-15,-10,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,not_sure_yet,1,5,5,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Berk Kurt,Istanbul,not_sure_yet,1,5,5,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Mehmet Ozturk,Istanbul,open_to_relationship,-6,-20,-15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Kilic,Istanbul,keeping_it_casual,3,10,0,10,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Aylin Polat,Istanbul,just_friends,-1,-5,0,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Yusuf Aksoy,Istanbul,just_friends,1,5,10,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Melis Aydin,Istanbul,keeping_it_casual,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Umut Demir,Istanbul,keeping_it_casual,3,10,15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Eren Dogan,Istanbul,keeping_it_casual,-8,-30,-25,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Yildiz,Istanbul,open_to_relationship,-4,-15,-10,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Asli Kurt,Istanbul,open_to_relationship,-3,-10,-15,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Arda Koc,Istanbul,open_to_relationship,-8,-30,-25,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Furkan Arslan,Istanbul,open_to_relationship,3,10,5,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Ege Kaya,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ekin Tekin,Istanbul,just_friends,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Kaan Tekin,Istanbul,open_to_relationship,-4,-15,-10,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Oguz Kilic,Istanbul,just_friends,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Baris Tekin,Istanbul,open_to_relationship,-7,-25,-30,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Kerem Aksoy,Istanbul,not_sure_yet,-1,-5,-5,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Burak Ozdemir,Istanbul,just_friends,-4,-15,-10,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Tolga Aydin,Istanbul,keeping_it_casual,0,0,-5,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Derya Sahin,Istanbul,not_sure_yet,-1,-5,-5,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Deniz Koc,Istanbul,not_sure_yet,3,10,10,15,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Ozturk,Istanbul,open_to_relationship,-8,-30,-25,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Mehmet Kurt,Istanbul,not_sure_yet,-1,-5,-10,15,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Mert Sahin,Istanbul,open_to_relationship,0,0,0,10,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Eren Yilmaz,Istanbul,just_friends,0,0,-5,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Serkan Tekin,Istanbul,keeping_it_casual,-3,-10,-5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Tolga Yilmaz,Istanbul,open_to_relationship,-7,-25,-20,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Zeynep Erdogan,Istanbul,open_to_relationship,3,10,5,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Burak Demir,Istanbul,just_friends,-4,-15,-25,10,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Burak Yildiz,Istanbul,not_sure_yet,1,5,-10,15,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Pelin Polat,Istanbul,keeping_it_casual,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Arda Aslan,Istanbul,not_sure_yet,0,0,-10,15,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Ilke Ozdemir,Istanbul,open_to_relationship,4,15,5,10,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Can Yildiz,Istanbul,open_to_relationship,3,10,10,10,0,-10
Sinem Yildiz,Istanbul,not_sure_yet,Deniz Arslan,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Furkan Erdogan,Istanbul,keeping_it_casual,-7,-25,-20,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Oguz Kurt,Istanbul,keeping_it_casual,-6,-20,-15,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,open_to_relationship,4,15,5,10,0,0
Sinem Yildiz,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,6,20,15,10,-5,0
Sinem Yildiz,Istanbul,not_sure_yet,Tugce Ozturk,Istanbul,open_to_relationship,6,20,25,10,-5,-10
Sinem Yildiz,Istanbul,not_sure_yet,Mehmet Erdogan,Istanbul,just_friends,3,10,15,10,-5,-10
Naz Karaca,Istanbul,not_sure_yet,Umut Dogan,Istanbul,not_sure_yet,45,161,-5,15,78,73
Naz Karaca,Istanbul,not_sure_yet,Mert Kilic,Istanbul,not_sure_yet,-8,-30,-30,15,-5,-10
Naz Karaca,Istanbul,not_sure_yet,Umut Karaca,Istanbul,not_sure_yet,14,50,-5,15,50,-10
Naz Karaca,Istanbul,not_sure_yet,Oguz Karaca,Istanbul,not_sure_yet,19,70,-5,15,-5,65
Naz Karaca,Istanbul,not_sure_yet,Ahmet Koc,Istanbul,not_sure_yet,33,118,0,15,38,65
Naz Karaca,Istanbul,not_sure_yet,Oguz Erdogan,Istanbul,just_friends,24,88,-15,10,25,68
Naz Karaca,Istanbul,not_sure_yet,Furkan Yilmaz,Istanbul,not_sure_yet,10,35,-20,15,50,-10
Naz Karaca,Istanbul,not_sure_yet,Kaan Yilmaz,Istanbul,not_sure_yet,8,30,5,15,20,-10
Naz Karaca,Istanbul,not_sure_yet,Deniz Ozturk,Istanbul,just_friends,36,130,-15,10,45,90
Naz Karaca,Istanbul,not_sure_yet,Yusuf Kurt,Istanbul,open_to_relationship,20,73,0,10,3,60
Naz Karaca,Istanbul,not_sure_yet,Deniz Demir,Istanbul,keeping_it_casual,34,121,-15,10,43,83
Naz Karaca,Istanbul,not_sure_yet,Kaan Ozdemir,Istanbul,open_to_relationship,30,108,5,10,-5,98
Naz Karaca,Istanbul,not_sure_yet,Furkan Demir,Istanbul,just_friends,1,5,-20,10,25,-10
Naz Karaca,Istanbul,not_sure_yet,Yusuf Sahin,Istanbul,just_friends,43,153,0,10,78,65
Naz Karaca,Istanbul,not_sure_yet,Ahmet Aslan,Istanbul,not_sure_yet,27,98,10,15,-5,78
Naz Karaca,Istanbul,not_sure_yet,Kerem Yilmaz,Istanbul,just_friends,32,115,5,10,25,75
Naz Karaca,Istanbul,not_sure_yet,Can Tekin,Istanbul,open_to_relationship,29,103,0,10,33,60
Naz Karaca,Istanbul,not_sure_yet,Umut Ozdemir,Istanbul,keeping_it_casual,19,70,-5,10,30,35
Naz Karaca,Istanbul,not_sure_yet,Arda Celik,Istanbul,open_to_relationship,17,60,10,10,-5,45
Naz Karaca,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,just_friends,29,105,-10,10,45,60
Naz Karaca,Istanbul,not_sure_yet,Eren Demir,Istanbul,keeping_it_casual,49,178,15,10,58,95
Naz Karaca,Istanbul,not_sure_yet,Onur Arslan,Istanbul,just_friends,26,93,-5,10,28,60
Naz Karaca,Istanbul,not_sure_yet,Burak Kilic,Istanbul,open_to_relationship,41,148,15,10,23,100
Naz Karaca,Istanbul,not_sure_yet,Oguz Celik,Istanbul,keeping_it_casual,8,28,-10,10,38,-10
Naz Karaca,Istanbul,not_sure_yet,Emre Kaya,Istanbul,keeping_it_casual,33,120,-10,10,50,70
Naz Karaca,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,open_to_relationship,36,130,15,10,70,35
Naz Karaca,Istanbul,not_sure_yet,Deniz Ozdemir,Istanbul,keeping_it_casual,17,60,5,10,-5,50
Naz Karaca,Istanbul,not_sure_yet,Burak Kaya,Istanbul,keeping_it_casual,1,5,-30,10,35,-10
Naz Karaca,Istanbul,not_sure_yet,Can Kilic,Istanbul,not_sure_yet,24,85,10,15,70,-10
Naz Karaca,Istanbul,not_sure_yet,Deniz Kaya,Istanbul,just_friends,22,78,0,10,23,45
Naz Karaca,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,11,40,-15,10,55,-10
Naz Karaca,Istanbul,not_sure_yet,Eren Koc,Istanbul,open_to_relationship,24,88,-5,10,30,53
Naz Karaca,Istanbul,not_sure_yet,Burak Polat,Istanbul,keeping_it_casual,23,83,-10,10,48,35
Naz Karaca,Istanbul,not_sure_yet,Furkan Tekin,Istanbul,not_sure_yet,35,125,5,15,50,55
Naz Karaca,Istanbul,not_sure_yet,Berk Kurt,Istanbul,not_sure_yet,27,98,-5,15,38,50
Naz Karaca,Istanbul,not_sure_yet,Mehmet Ozturk,Istanbul,open_to_relationship,25,90,-15,10,35,60
Naz Karaca,Istanbul,not_sure_yet,Ahmet Kilic,Istanbul,keeping_it_casual,1,5,10,10,-5,-10
Naz Karaca,Istanbul,not_sure_yet,Yusuf Aksoy,Istanbul,just_friends,42,150,5,10,55,80
Naz Karaca,Istanbul,not_sure_yet,Umut Demir,Istanbul,keeping_it_casual,23,83,5,10,23,45
Naz Karaca,Istanbul,not_sure_yet,Eren Dogan,Istanbul,keeping_it_casual,22,78,-25,10,58,35
Naz Karaca,Istanbul,not_sure_yet,Ahmet Yildiz,Istanbul,open_to_relationship,31,113,0,10,30,73
Naz Karaca,Istanbul,not_sure_yet,Arda Koc,Istanbul,open_to_relationship,29,106,-10,10,23,83
Naz Karaca,Istanbul,not_sure_yet,Furkan Arslan,Istanbul,open_to_relationship,6,23,5,10,18,-10
Naz Karaca,Istanbul,not_sure_yet,Kaan Tekin,Istanbul,open_to_relationship,31,113,0,10,35,68
Naz Karaca,Istanbul,not_sure_yet,Oguz Kilic,Istanbul,just_friends,35,125,5,10,30,80
Naz Karaca,Istanbul,not_sure_yet,Baris Tekin,Istanbul,open_to_relationship,1,3,-30,10,33,-10
Naz Karaca,Istanbul,not_sure_yet,Kerem Aksoy,Istanbul,not_sure_yet,42,150,5,15,50,80
Naz Karaca,Istanbul,not_sure_yet,Burak Ozdemir,Istanbul,just_friends,36,131,0,10,48,73
Naz Karaca,Istanbul,not_sure_yet,Tolga Aydin,Istanbul,keeping_it_casual,12,43,5,10,38,-10
Naz Karaca,Istanbul,not_sure_yet,Deniz Koc,Istanbul,not_sure_yet,31,110,-5,15,30,70
Naz Karaca,Istanbul,not_sure_yet,Ahmet Ozturk,Istanbul,open_to_relationship,20,73,-25,10,33,55
Naz Karaca,Istanbul,not_sure_yet,Mehmet Kurt,Istanbul,not_sure_yet,17,60,-15,15,-5,65
Naz Karaca,Istanbul,not_sure_yet,Mert Sahin,Istanbul,open_to_relationship,15,55,-5,10,-5,55
Naz Karaca,Istanbul,not_sure_yet,Eren Yilmaz,Istanbul,just_friends,9,33,15,10,18,-10
Naz Karaca,Istanbul,not_sure_yet,Serkan Tekin,Istanbul,keeping_it_casual,22,78,-5,10,28,45
Naz Karaca,Istanbul,not_sure_yet,Tolga Yilmaz,Istanbul,open_to_relationship,33,120,-20,10,30,100
Naz Karaca,Istanbul,not_sure_yet,Burak Demir,Istanbul,just_friends,-10,-35,-30,10,-5,-10
Naz Karaca,Istanbul,not_sure_yet,Burak Yildiz,Istanbul,not_sure_yet,0,0,0,15,-5,-10
Naz Karaca,Istanbul,not_sure_yet,Arda Aslan,Istanbul,not_sure_yet,14,50,-10,15,55,-10
Naz Karaca,Istanbul,not_sure_yet,Can Yildiz,Istanbul,open_to_relationship,19,68,5,10,-5,58
Naz Karaca,Istanbul,not_sure_yet,Deniz Arslan,Istanbul,open_to_relationship,45,163,15,10,55,83
Naz Karaca,Istanbul,not_sure_yet,Furkan Erdogan,Istanbul,keeping_it_casual,30,108,-15,10,43,70
Naz Karaca,Istanbul,not_sure_yet,Oguz Kurt,Istanbul,keeping_it_casual,28,100,-15,10,35,70
Naz Karaca,Istanbul,not_sure_yet,Ahmet Aksoy,Istanbul,open_to_relationship,0,0,5,10,-5,-10
Naz Karaca,Istanbul,not_sure_yet,Emre Yilmaz,Istanbul,just_friends,5,18,0,10,18,-10
Naz Karaca,Istanbul,not_sure_yet,Mehmet Erdogan,Istanbul,just_friends,24,85,5,10,35,35
Onur Aksoy,Ankara,not_sure_yet,Aylin Koc,Ankara,not_sure_yet,8,28,-15,15,38,-10
Onur Aksoy,Ankara,not_sure_yet,Tugce Aydin,Ankara,not_sure_yet,30,108,5,15,48,40
Onur Aksoy,Ankara,not_sure_yet,Derya Aksoy,Ankara,not_sure_yet,27,98,15,15,43,25
Onur Aksoy,Ankara,not_sure_yet,Ece Aksoy,Ankara,not_sure_yet,8,28,10,15,13,-10
Onur Aksoy,Ankara,not_sure_yet,Aylin Ozdemir,Ankara,keeping_it_casual,16,58,-30,10,58,20
Onur Aksoy,Ankara,not_sure_yet,Asli Erdogan,Ankara,open_to_relationship,19,70,-5,10,30,35
Onur Aksoy,Ankara,not_sure_yet,Naz Kaya,Ankara,keeping_it_casual,25,91,-20,10,48,53
Onur Aksoy,Ankara,not_sure_yet,Melis Yilmaz,Ankara,open_to_relationship,27,96,-25,10,53,58
Onur Aksoy,Ankara,not_sure_yet,Buse Arslan,Ankara,not_sure_yet,15,53,-25,15,3,60
Onur Aksoy,Ankara,not_sure_yet,Yasemin Kilic,Ankara,not_sure_yet,1,5,5,15,-5,-10
Onur Aksoy,Ankara,not_sure_yet,Aylin Kilic,Ankara,just_friends,5,18,5,10,13,-10
